modality,task,subject_id,fold_id,rating_column,n,rating_mean,rating_std,rating_min,rating_max,exact_midpoint_fraction,near_midpoint_fraction,discard_midpoint_n_valid,discard_midpoint_prop_high,discard_midpoint_n_high,discard_midpoint_n_low,midpoint_as_low_n_valid,midpoint_as_low_prop_high,midpoint_as_low_n_high,midpoint_as_low_n_low,midpoint_as_high_n_valid,midpoint_as_high_prop_high,midpoint_as_high_n_high,midpoint_as_high_n_low,discard_midpoint_abs_subject_prop_skew,midpoint_as_low_abs_subject_prop_skew,midpoint_as_high_abs_subject_prop_skew,mean_prediction_error_rate,max_prediction_error_rate,mean_true_prop_high
EMG,arousal,15,6,arousal_score,32,3.8125,2.214123697989794,1.0,8.0,0.09375,0.09375,29,0.3448275862068966,10,19,32,0.3125,10,22,32,0.40625,13,19,0.03875279948984167,0.028273809523809534,0.04216269841269843,0.40463362068965514,0.4375,0.36745689655172414
EMG,arousal,16,6,arousal_score,32,4.0625,2.4486922530199666,1.0,9.0,0.0625,0.0625,30,0.3,9,21,32,0.28125,9,23,32,0.34375,11,21,0.08358038569673826,0.059523809523809534,0.10466269841269843,0.5872395833333333,0.609375,0.3171875
EMG,arousal,17,2,arousal_score,32,3.71875,2.3747943989954163,1.0,8.0,0.03125,0.03125,31,0.22580645161290322,7,24,32,0.21875,7,25,32,0.25,8,24,0.15777393408383503,0.12202380952380953,0.19841269841269843,0.42855342741935487,0.453125,0.2361391129032258
EMG,arousal,18,6,arousal_score,32,4.9375,2.9679275176459416,1.0,9.0,0.0625,0.0625,30,0.5333333333333333,16,14,32,0.5,16,16,32,0.5625,18,14,0.14975294763659508,0.15922619047619047,0.11408730158730157,0.30598958333333337,0.359375,0.5395833333333333
EMG,arousal,19,4,arousal_score,32,5.4375,1.9354828209002528,1.0,8.0,0.15625,0.15625,27,0.6666666666666666,18,9,32,0.5625,18,14,32,0.71875,23,9,0.2830862809699284,0.22172619047619047,0.27033730158730157,0.54296875,0.59375,0.6666666666666666
EMG,arousal,20,3,arousal_score,32,5.3125,2.1423920626253263,2.0,9.0,0.03125,0.03125,31,0.5806451612903226,18,13,32,0.5625,18,14,32,0.59375,19,13,0.19706477559358437,0.22172619047619047,0.14533730158730157,0.5277217741935484,0.5625,0.5826612903225806
EMG,arousal,21,6,arousal_score,32,4.34375,2.745557491202834,1.0,9.0,0.0625,0.0625,30,0.3,9,21,32,0.28125,9,23,32,0.34375,11,21,0.08358038569673826,0.059523809523809534,0.10466269841269843,0.49635416666666665,0.5166666666666666,0.3171875
EMG,arousal,22,6,arousal_score,32,3.8125,3.0355961111452228,1.0,9.0,0.09375,0.09375,29,0.3448275862068966,10,19,32,0.3125,10,22,32,0.40625,13,19,0.03875279948984167,0.028273809523809534,0.04216269841269843,0.6095096982758621,0.6724137931034483,0.36745689655172414
EMG,arousal,23,5,arousal_score,32,5.15625,2.108159371940366,1.0,9.0,0.1875,0.1875,26,0.5,13,13,32,0.40625,13,19,32,0.59375,19,13,0.11641961430326175,0.06547619047619047,0.14533730158730157,0.4765625,0.53125,0.5234375
EMG,arousal,24,5,arousal_score,32,4.28125,2.706870598587971,1.0,9.0,0.03125,0.03125,31,0.3548387096774194,11,20,32,0.34375,11,21,32,0.375,12,20,0.028741676019318874,0.0029761904761904656,0.07341269841269843,0.40549395161290325,0.4375,0.36214717741935487
EMG,arousal,25,4,arousal_score,32,4.25,3.0413812651491097,1.0,9.0,0.03125,0.03125,31,0.3548387096774194,11,20,32,0.34375,11,21,32,0.375,12,20,0.028741676019318874,0.0029761904761904656,0.07341269841269843,0.48853326612903225,0.532258064516129,0.36214717741935487
EMG,arousal,26,2,arousal_score,32,3.125,2.381569860407206,1.0,8.0,0.0625,0.0625,30,0.26666666666666666,8,22,32,0.25,8,24,32,0.3125,10,22,0.11691371903007158,0.09077380952380953,0.13591269841269843,0.54375,0.5625,0.28541666666666665
EMG,arousal,27,5,arousal_score,32,5.0625,1.71277370075559,3.0,8.0,0.09375,0.09375,29,0.4482758620689655,13,16,32,0.40625,13,19,32,0.5,16,16,0.06469547637222728,0.06547619047619047,0.05158730158730157,0.4636314655172414,0.5,0.4636314655172414
EMG,arousal,28,1,arousal_score,32,3.15625,2.346664854106781,1.0,8.0,0.0,0.0,32,0.25,8,24,32,0.25,8,24,32,0.25,8,24,0.13358038569673825,0.09077380952380953,0.19841269841269843,0.66015625,0.6875,0.25
EMG,arousal,29,5,arousal_score,32,3.8125,2.0832291640623697,1.0,8.0,0.03125,0.03125,31,0.3225806451612903,10,21,32,0.3125,10,22,32,0.34375,11,21,0.06099974053544793,0.028273809523809534,0.10466269841269843,0.4566532258064516,0.46875,0.33064516129032256
EMG,arousal,30,5,arousal_score,32,4.34375,2.0707694071286644,2.0,9.0,0.0625,0.0625,30,0.3333333333333333,10,20,32,0.3125,10,22,32,0.375,12,20,0.05024705236340493,0.028273809523809534,0.07341269841269843,0.34921875,0.375,0.3489583333333333
EMG,arousal,31,2,arousal_score,32,5.125,3.2379584617471546,1.0,9.0,0.09375,0.09375,29,0.5172413793103449,15,14,32,0.46875,15,17,32,0.5625,18,14,0.13366099361360662,0.12797619047619047,0.11408730158730157,0.45150862068965514,0.46875,0.5277478448275862
EMG,arousal,32,6,arousal_score,32,4.4375,1.9833289565778038,1.0,8.0,0.125,0.125,28,0.35714285714285715,10,18,32,0.3125,10,22,32,0.4375,14,18,0.026437528553881096,0.028273809523809534,0.01091269841269843,0.5078125,0.5625,0.3861607142857143
EMG,arousal,33,6,arousal_score,32,3.59375,1.6366767968966873,1.0,6.0,0.25,0.25,24,0.16666666666666666,4,20,32,0.125,4,28,32,0.375,12,20,0.2169137190300716,0.21577380952380953,0.07341269841269843,0.31380208333333337,0.421875,0.26041666666666663
EMG,arousal,34,2,arousal_score,32,3.84375,2.373148949707961,1.0,9.0,0.09375,0.09375,29,0.3103448275862069,9,20,32,0.28125,9,23,32,0.375,12,20,0.07323555811053134,0.059523809523809534,0.07341269841269843,0.5441810344827587,0.5517241379310345,0.3353987068965517
EMG,arousal,35,3,arousal_score,32,4.59375,1.5783570373967988,2.0,8.0,0.21875,0.21875,25,0.36,9,16,32,0.28125,9,23,32,0.5,16,16,0.02358038569673826,0.059523809523809534,0.05158730158730157,0.49828125,0.578125,0.41031249999999997
EMG,arousal,36,4,arousal_score,32,4.875,2.54644359843292,1.0,9.0,0.15625,0.15625,27,0.48148148148148145,13,14,32,0.40625,13,19,32,0.5625,18,14,0.09790109578474321,0.06547619047619047,0.11408730158730157,0.5490451388888888,0.578125,0.5031828703703703
EMG,arousal,37,5,arousal_score,32,4.75,1.346291201783626,2.0,7.0,0.375,0.375,20,0.5,10,10,32,0.3125,10,22,32,0.6875,22,10,0.11641961430326175,0.028273809523809534,0.23908730158730157,0.55546875,0.625,0.546875
EMG,arousal,38,1,arousal_score,32,4.5,1.984313483298443,1.0,8.0,0.1875,0.1875,26,0.46153846153846156,12,14,32,0.375,12,20,32,0.5625,18,14,0.07795807584172332,0.034226190476190466,0.11408730158730157,0.5387620192307692,0.5769230769230769,0.4903846153846154
EMG,arousal,39,3,arousal_score,32,3.84375,2.9379986278928043,1.0,9.0,0.03125,0.03125,31,0.2903225806451613,9,22,32,0.28125,9,23,32,0.3125,10,22,0.09325780505157694,0.059523809523809534,0.13591269841269843,0.32270665322580644,0.359375,0.2991431451612903
EMG,arousal,40,4,arousal_score,32,5.375,3.059309562630104,1.0,9.0,0.0625,0.0625,30,0.5666666666666667,17,13,32,0.53125,17,15,32,0.59375,19,13,0.1830862809699284,0.19047619047619047,0.14533730158730157,0.353125,0.375,0.5713541666666666
EMG,arousal,41,6,arousal_score,32,2.375,0.81967981553775,1.0,4.0,0.0,0.0,32,0.0,0,32,32,0.0,0,32,32,0.0,0,32,0.38358038569673825,0.34077380952380953,0.44841269841269843,0.51953125,0.53125,0.0
EMG,arousal,42,4,arousal_score,32,6.34375,2.2584476831443316,2.0,9.0,0.09375,0.09375,29,0.7586206896551724,22,7,32,0.6875,22,10,32,0.78125,25,7,0.37504030395843413,0.34672619047619047,0.33283730158730157,0.4405980603448276,0.46875,0.7521551724137931
EMG,arousal,43,1,arousal_score,32,4.1875,3.0045538354304786,1.0,9.0,0.1875,0.1875,26,0.38461538461538464,10,16,32,0.3125,10,22,32,0.5,16,16,0.0010349989186463904,0.028273809523809534,0.05158730158730157,0.4708533653846154,0.515625,0.42427884615384615
EMG,arousal,44,2,arousal_score,32,3.8125,2.8111107680061274,1.0,9.0,0.0625,0.0625,30,0.3333333333333333,10,20,32,0.3125,10,22,32,0.375,12,20,0.05024705236340493,0.028273809523809534,0.07341269841269843,0.5434895833333333,0.546875,0.3489583333333333
EMG,arousal,45,3,arousal_score,32,4.6875,1.6665364532466729,2.0,8.0,0.21875,0.21875,25,0.44,11,14,32,0.34375,11,21,32,0.5625,18,14,0.056419614303261756,0.0029761904761904656,0.11408730158730157,0.5334375,0.546875,0.4771875
EMG,arousal,46,2,arousal_score,32,4.40625,1.885128891481959,1.0,8.0,0.0625,0.0625,30,0.4,12,18,32,0.375,12,20,32,0.4375,14,18,0.016419614303261776,0.034226190476190466,0.01091269841269843,0.53984375,0.578125,0.4125
EMG,arousal,47,3,arousal_score,32,4.96875,2.7780880903059932,1.0,9.0,0.1875,0.1875,26,0.5769230769230769,15,11,32,0.46875,15,17,32,0.65625,21,11,0.19334269122633863,0.12797619047619047,0.20783730158730157,0.4221754807692308,0.453125,0.5895432692307692
EMG,arousal,48,3,arousal_score,32,4.40625,2.1485369295173866,1.0,8.0,0.15625,0.15625,27,0.4074074074074074,11,16,32,0.34375,11,21,32,0.5,16,16,0.02382702171066914,0.0029761904761904656,0.05158730158730157,0.4175347222222222,0.46875,0.43778935185185186
EMG,arousal,49,2,arousal_score,32,2.65625,1.3831434985206705,1.0,6.0,0.125,0.125,28,0.03571428571428571,1,27,32,0.03125,1,31,32,0.15625,5,27,0.34786609998245255,0.30952380952380953,0.29216269841269843,0.20870535714285715,0.234375,0.09486607142857142
EMG,arousal,50,6,arousal_score,32,4.28125,2.6485181588012567,1.0,9.0,0.09375,0.09375,29,0.41379310344827586,12,17,32,0.375,12,20,32,0.46875,15,17,0.03021271775153761,0.034226190476190466,0.02033730158730157,0.4061153017241379,0.484375,0.43157327586206895
EMG,arousal,52,3,arousal_score,32,4.8125,2.1277555663186503,1.0,9.0,0.09375,0.09375,29,0.4827586206896552,14,15,32,0.4375,14,18,32,0.53125,17,15,0.09917823499291695,0.09672619047619047,0.08283730158730157,0.515625,0.546875,0.4956896551724138
EMG,arousal,53,4,arousal_score,32,3.96875,2.1863836437139756,1.0,7.0,0.15625,0.15625,27,0.37037037037037035,10,17,32,0.3125,10,22,32,0.46875,15,17,0.013210015326367897,0.028273809523809534,0.02033730158730157,0.35677083333333337,0.375,0.40509259259259256
EMG,arousal,54,1,arousal_score,32,4.4375,2.1928505991061042,1.0,8.0,0.28125,0.28125,23,0.4782608695652174,11,12,32,0.34375,11,21,32,0.625,20,12,0.09468048386847916,0.0029761904761904656,0.17658730158730157,0.5529891304347826,0.59375,0.5180027173913043
EMG,arousal,55,4,arousal_score,32,2.09375,1.2338804388999771,1.0,5.0,0.09375,0.09375,29,0.0,0,29,32,0.0,0,32,32,0.09375,3,29,0.38358038569673825,0.34077380952380953,0.35466269841269843,0.2978178879310345,0.515625,0.046875
EMG,arousal,56,5,arousal_score,32,4.84375,2.4762544169571914,1.0,9.0,0.0625,0.0625,30,0.4666666666666667,14,16,32,0.4375,14,18,32,0.5,16,16,0.08308628096992843,0.09672619047619047,0.05158730158730157,0.4565104166666667,0.484375,0.4760416666666667
EMG,arousal,57,3,arousal_score,32,4.40625,2.1485369295173866,1.0,8.0,0.25,0.25,24,0.3333333333333333,8,16,32,0.25,8,24,32,0.5,16,16,0.05024705236340493,0.09077380952380953,0.05158730158730157,0.6197916666666667,0.640625,0.3958333333333333
EMG,arousal,58,1,arousal_score,32,3.21875,2.3416657399167797,1.0,8.0,0.03125,0.03125,31,0.25806451612903225,8,23,32,0.25,8,24,32,0.28125,9,23,0.125515869567706,0.09077380952380953,0.16716269841269843,0.5278477822580645,0.564516129032258,0.26764112903225806
EMG,arousal,59,1,arousal_score,32,5.53125,2.1648379702647493,2.0,8.0,0.125,0.125,28,0.6785714285714286,19,9,32,0.59375,19,13,32,0.71875,23,9,0.29499104287469036,0.25297619047619047,0.27033730158730157,0.5200892857142857,0.625,0.6774553571428572
EMG,arousal,60,5,arousal_score,32,5.53125,3.201409601644251,1.0,9.0,0.0625,0.0625,30,0.6,18,12,32,0.5625,18,14,32,0.625,20,12,0.21641961430326173,0.22172619047619047,0.17658730158730157,0.5354166666666667,0.546875,0.603125
EMG,arousal,61,4,arousal_score,32,3.4375,2.9040650388722358,1.0,9.0,0.03125,0.03125,31,0.25806451612903225,8,23,32,0.25,8,24,32,0.28125,9,23,0.125515869567706,0.09077380952380953,0.16716269841269843,0.37348790322580644,0.484375,0.26764112903225806
EMG,arousal,62,3,arousal_score,32,3.9375,3.1017887984193897,1.0,9.0,0.0,0.0,32,0.34375,11,21,32,0.34375,11,21,32,0.34375,11,21,0.039830385696738246,0.0029761904761904656,0.10466269841269843,0.48046875,0.484375,0.34375
EMG,arousal,63,2,arousal_score,32,4.03125,3.1867339765816665,1.0,9.0,0.03125,0.03125,31,0.3548387096774194,11,20,32,0.34375,11,21,32,0.375,12,20,0.028741676019318874,0.0029761904761904656,0.07341269841269843,0.5579637096774194,0.625,0.36214717741935487
EMG,arousal,64,5,arousal_score,32,4.4375,2.3310070248714396,1.0,9.0,0.15625,0.15625,27,0.4074074074074074,11,16,32,0.34375,11,21,32,0.5,16,16,0.02382702171066914,0.0029761904761904656,0.05158730158730157,0.34577546296296297,0.375,0.43778935185185186
EMG,arousal,65,1,arousal_score,32,3.28125,3.0744346533143294,1.0,9.0,0.0625,0.0625,30,0.26666666666666666,8,22,32,0.25,8,24,32,0.3125,10,22,0.11691371903007158,0.09077380952380953,0.13591269841269843,0.7346354166666667,0.7666666666666666,0.28541666666666665
