scheme,trial_index,seed,min_test_class_support,min_train_class_support,min_test_retained,single_class_test_flags,single_class_train_flags,max_midpoint_removed_fraction,min_held_subjects,max_held_subjects,min_held_stimuli,max_held_stimuli,strong_capacity_pass,minimal_capacity_pass
deap_4x4,685,1990143470,13,248,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,686,1428375231,25,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,687,3861713422,23,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,688,2489109181,22,283,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,689,984702882,20,279,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,690,817221088,18,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,691,1887351346,17,255,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,692,87370572,20,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,693,4099407819,20,244,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,694,2451783325,19,260,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,695,1854167243,21,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,696,2943607636,22,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,697,179855832,24,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,698,203978026,21,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,699,1779320151,14,239,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,700,385798379,21,262,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,701,3945810942,25,268,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,702,2061060110,18,253,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,703,1017125570,23,255,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,704,3957971061,20,252,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,705,1606716727,21,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,706,307465902,22,246,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,707,3088343796,23,279,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,708,993089809,21,255,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,709,811916330,21,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,710,2560030688,11,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,711,4250736542,21,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,712,3805246156,24,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,713,2706308687,20,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,714,1608891793,24,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,715,528783186,22,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,716,2022201013,17,247,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,717,2958636386,25,277,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,718,1651195847,23,255,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,719,2065339117,24,278,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,720,1347165795,14,245,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,721,2159063101,20,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,722,1309112735,19,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,723,3210608705,14,258,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,724,2712667029,14,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,725,655796710,17,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,726,2442476593,23,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,727,1748153122,21,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,728,3592029979,14,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,729,392670242,16,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,730,3117586110,20,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,731,492530847,26,275,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,732,3729991029,14,260,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,733,2173195997,16,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,734,2422119634,18,265,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,735,3701398170,22,271,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,736,3708141564,21,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,737,3163094293,21,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,738,2632274655,21,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,739,2584308693,23,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,740,652613701,21,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,741,3438962772,16,261,78,0,0,0.025,8,8,10,10,True,True
deap_4x4,742,656733909,19,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,743,2361469738,20,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,744,2273708588,17,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,745,2666415747,19,273,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,746,282394792,21,241,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,747,2410968987,20,257,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,748,1185817452,23,245,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,749,684031668,17,257,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,750,897462303,24,256,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,751,639212741,18,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,752,4240003266,17,266,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,753,320144145,24,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,754,309237274,18,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,755,2513345859,23,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,756,182536384,19,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,757,2112459953,21,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,758,3223162022,17,246,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,759,49571533,20,249,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,760,1770818399,16,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,761,4036381109,16,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,762,1108672345,19,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,763,630808043,23,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,764,350682577,21,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,765,333737721,26,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,766,3620916447,23,280,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,767,2060345870,19,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,768,2408942819,20,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,769,3025726555,22,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,770,3464705831,22,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,771,204473077,20,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,772,1698211909,22,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,773,2420395930,21,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,774,1684335632,25,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,775,3677480494,20,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,776,1050739911,9,265,75,0,0,0.0625,8,8,10,10,False,True
deap_4x4,777,3513922995,21,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,778,55721756,21,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,779,4128779415,22,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,780,187066258,23,277,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,781,587452678,17,253,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,782,1646299750,20,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,783,1736810701,18,273,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,784,1163747095,21,245,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,785,2571782833,20,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,786,2377856835,22,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,787,757712626,21,248,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,788,645866005,20,260,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,789,3680123317,23,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,790,2377767202,17,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,791,3937647667,25,280,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,792,1525138106,16,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,793,3756847673,22,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,794,3652226384,20,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,795,1671929874,16,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,796,219387489,23,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,797,3854810928,21,283,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,798,2154089345,21,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,799,29356101,25,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,800,2293199898,22,254,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,801,75106346,25,278,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,802,3202463220,22,273,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,803,1539465915,23,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,804,3756867959,16,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,805,2508126986,19,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,806,3061006619,17,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,807,2368763788,19,241,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,808,3509799975,23,262,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,809,934242632,17,273,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,810,82640390,17,246,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,811,95306077,19,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,812,539846080,24,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,813,1833382498,20,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,814,1620230616,18,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,815,3415091419,22,273,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,816,130457473,24,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,817,169113266,22,280,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,818,4251441662,20,254,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,819,1843280710,17,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,820,671840686,23,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,821,1952415520,17,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,822,784744356,15,243,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,823,3746216155,19,254,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,824,2562126760,24,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,825,1743955796,20,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,826,3505213059,25,276,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,827,2650287109,20,247,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,828,2529183284,25,284,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,829,1914949056,20,277,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,830,3312362113,27,273,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,831,3078770668,22,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,832,856233994,23,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,833,4041520186,17,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,834,2048936053,20,277,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,835,1062113908,17,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,836,3024346427,22,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,837,3524408101,17,248,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,838,1456808798,20,256,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,839,3921190194,19,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,840,1472962051,15,256,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,841,472094238,23,266,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,842,1041129138,23,257,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,843,3721921998,16,265,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,844,2094396833,22,276,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,845,1941257744,21,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,846,975343456,22,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,847,2246328892,23,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,848,3248755064,25,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,849,1723574972,23,252,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,850,1929055604,21,277,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,851,563398512,21,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,852,4054832192,24,272,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,853,70657527,21,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,854,3472025075,17,244,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,855,1906011187,21,263,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,856,1129666937,23,260,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,857,580206207,23,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,858,668882627,25,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,859,2169934794,15,240,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,860,4074489302,21,265,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,861,3186198663,15,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,862,2819788612,17,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,863,3315512176,20,270,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,864,2121180774,20,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,865,2243545392,17,246,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,866,2131103880,24,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,867,4129282613,22,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,868,1856543786,21,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,869,748042875,16,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,870,870568986,25,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,871,752332688,18,255,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,872,2571702497,19,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,873,4185927231,19,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,874,678045017,19,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,875,3150591818,19,258,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,876,217321142,23,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,877,4200081197,20,272,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,878,3741161104,23,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,879,542368284,15,238,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,880,806334655,24,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,881,2842048596,17,273,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,882,4280106270,20,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,883,585215991,19,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,884,263212148,18,266,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,885,1728345424,21,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,886,1848250664,19,251,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,887,1366739038,17,271,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,888,1931330615,16,260,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,889,296413533,23,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,890,3703023528,20,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,891,29306331,18,271,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,892,136275495,22,277,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,893,3224141699,24,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,894,3600089917,17,256,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,895,2756611922,24,283,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,896,1108301661,25,279,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,897,2247368739,16,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,898,1414415505,22,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,899,3732873109,27,284,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,900,2677897450,19,249,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,901,2874921616,20,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,902,4233191086,20,286,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,903,2185913923,21,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,904,3286933306,15,248,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,905,866530018,15,260,74,0,0,0.075,8,8,10,10,True,True
deap_4x4,906,198129177,15,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,907,4211523720,14,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,908,2096390641,22,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,909,1002956197,15,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,910,1734984672,14,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,911,1926633900,16,246,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,912,1310783269,21,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,913,1033641575,17,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,914,2738831934,24,279,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,915,2490149990,22,279,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,916,612317111,20,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,917,158139612,22,264,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,918,3772035786,21,252,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,919,2384444828,18,244,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,920,1003646375,14,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,921,4033229981,25,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,922,2492114865,21,250,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,923,2259509935,17,262,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,924,325267379,23,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,925,540020854,16,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,926,2171898335,16,246,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,927,1787989891,15,242,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,928,2512453455,21,273,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,929,3258679974,24,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,930,3272059030,19,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,931,3828657996,21,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,932,2617636038,17,256,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,933,1402905580,18,259,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,934,2640107203,19,267,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,935,2789161346,21,276,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,936,2307077405,21,260,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,937,3125633295,21,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,938,1349341629,21,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,939,3613726379,21,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,940,1828171924,23,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,941,1284593911,18,257,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,942,3797617475,14,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,943,1036597943,25,280,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,944,4125201716,22,263,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,945,3558516577,17,267,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,946,3276085751,18,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,947,3025092278,25,274,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,948,2673296185,19,269,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,949,4114004471,18,263,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,950,3146955400,25,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,951,675254287,21,264,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,952,2697767675,17,260,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,953,4119622280,24,263,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,954,767894631,18,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,955,1696845291,24,275,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,956,3729777675,15,263,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,957,1411893601,19,272,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,958,2258018146,17,253,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,959,3815056443,22,282,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,960,2954480330,24,274,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,961,3146667711,18,261,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,962,3592143341,24,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,963,254155254,24,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,964,2808695988,19,269,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,965,885134261,21,265,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,966,143487492,17,253,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,967,227714472,20,263,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,968,3476438640,13,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,969,897826917,21,262,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,970,3623106711,19,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,971,3465581785,22,255,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,972,4154080854,16,260,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,973,1744462206,13,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,974,2593402461,20,268,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,975,2036067213,21,258,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,976,4189849119,21,256,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,977,4213845421,23,275,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,978,1712608648,18,255,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,979,3626878518,16,259,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,980,1994986396,16,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,981,3535324850,17,249,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,982,1855413801,19,252,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,983,1530165372,18,280,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,984,1413196458,14,264,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,985,1930425276,16,258,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,986,20914243,13,272,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,987,726642709,15,243,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,988,477712606,17,244,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,989,1148178646,14,267,75,0,0,0.0625,8,8,10,10,True,True
deap_4x4,990,1831954197,23,270,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,991,3199110644,27,279,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,992,510071683,23,273,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,993,1236877805,19,251,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,994,3480383410,22,257,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,995,3803456827,18,268,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,996,4054486909,13,252,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,997,2128691232,21,271,77,0,0,0.0375,8,8,10,10,True,True
deap_4x4,998,706785842,21,261,76,0,0,0.05,8,8,10,10,True,True
deap_4x4,999,26706036,21,273,75,0,0,0.0625,8,8,10,10,True,True
deap_5x5,0,1948622580,12,299,43,0,0,0.10416666666666667,6,7,8,8,True,True
deap_5x5,1,1855437949,11,305,44,0,0,0.08333333333333333,6,7,8,8,True,True
deap_5x5,2,4150565210,8,284,46,0,0,0.05357142857142857,6,7,8,8,False,True
deap_5x5,3,3230878368,7,291,46,0,0,0.05357142857142857,6,7,8,8,False,True
deap_5x5,4,3063033154,12,309,46,0,0,0.05357142857142857,6,7,8,8,True,True
deap_5x5,5,1214214166,8,291,45,0,0,0.0625,6,7,8,8,False,True
deap_5x5,6,499778824,11,281,45,0,0,0.0625,6,7,8,8,True,True
deap_5x5,7,3467943953,12,308,46,0,0,0.07142857142857142,6,7,8,8,True,True
deap_5x5,8,298104253,12,307,45,0,0,0.0625,6,7,8,8,True,True
deap_5x5,9,3577868532,9,318,46,0,0,0.05357142857142857,6,7,8,8,False,True
deap_5x5,10,2349303348,10,276,46,0,0,0.05357142857142857,6,7,8,8,True,True
deap_5x5,11,3857236129,10,315,46,0,0,0.07142857142857142,6,7,8,8,True,True
deap_5x5,12,4261699157,9,295,46,0,0,0.05357142857142857,6,7,8,8,False,True
deap_5x5,13,2209168995,11,282,46,0,0,0.07142857142857142,6,7,8,8,True,True
deap_5x5,14,2377355743,12,318,45,0,0,0.0625,6,7,8,8,True,True
deap_5x5,15,3696778947,8,316,46,0,0,0.041666666666666664,6,7,8,8,False,True
deap_5x5,16,225499514,12,295,46,0,0,0.041666666666666664,6,7,8,8,True,True
deap_5x5,17,3277954810,13,303,46,0,0,0.07142857142857142,6,7,8,8,True,True
deap_5x5,18,808724858,9,309,44,0,0,0.08333333333333333,6,7,8,8,False,True
deap_5x5,19,2823582350,7,289,46,0,0,0.05357142857142857,6,7,8,8,False,True
deap_5x5,20,3613622900,7,282,45,0,0,0.0625,6,7,8,8,False,True
deap_5x5,21,1099387013,8,301,45,0,0,0.0625,6,7,8,8,False,True
deap_5x5,22,3535184020,10,309,46,0,0,0.041666666666666664,6,7,8,8,True,True
deap_5x5,23,3114837955,11,299,45,0,0,0.07142857142857142,6,7,8,8,True,True
deap_5x5,24,375950747,6,266,46,0,0,0.07142857142857142,6,7,8,8,False,True
deap_5x5,25,2674568475,13,305,45,0,0,0.07142857142857142,6,7,8,8,True,True
deap_5x5,26,1611996459,9,306,45,0,0,0.125,6,7,8,8,False,True
