repetition,role,subject_fold,stimulus_fold,task,label_policy,held_subjects,held_stimuli,train_rows_total,train_rows_retained,train_low,train_high,train_min_class,train_single_class,test_rows_total,test_rows_retained,test_low,test_high,test_min_class,test_single_class,midpoint_removed_fraction,subject_leakage,stimulus_leakage,partition_uses_labels
4,sensitivity,2,2,valence,midpoint_as_high,8,10,720,720,353,367,353,False,80,80,19,61,19,False,0.0,False,False,False
4,sensitivity,2,2,arousal,discard_midpoint,8,10,720,706,275,431,275,False,80,80,33,47,33,False,0.0,False,False,False
4,sensitivity,2,2,arousal,midpoint_as_low,8,10,720,720,289,431,289,False,80,80,33,47,33,False,0.0,False,False,False
4,sensitivity,2,2,arousal,midpoint_as_high,8,10,720,720,275,445,275,False,80,80,33,47,33,False,0.0,False,False,False
4,sensitivity,2,3,valence,discard_midpoint,8,10,720,715,335,380,335,False,80,77,26,51,26,False,0.0375,False,False,False
4,sensitivity,2,3,valence,midpoint_as_low,8,10,720,720,340,380,340,False,80,80,29,51,29,False,0.0,False,False,False
4,sensitivity,2,3,valence,midpoint_as_high,8,10,720,720,335,385,335,False,80,80,26,54,26,False,0.0,False,False,False
4,sensitivity,2,3,arousal,discard_midpoint,8,10,720,710,304,406,304,False,80,79,28,51,28,False,0.0125,False,False,False
4,sensitivity,2,3,arousal,midpoint_as_low,8,10,720,720,314,406,314,False,80,80,29,51,29,False,0.0,False,False,False
4,sensitivity,2,3,arousal,midpoint_as_high,8,10,720,720,304,416,304,False,80,80,28,52,28,False,0.0,False,False,False
4,sensitivity,3,0,valence,discard_midpoint,8,10,720,710,284,426,284,False,80,80,44,36,36,False,0.0,False,False,False
4,sensitivity,3,0,valence,midpoint_as_low,8,10,720,720,294,426,294,False,80,80,44,36,36,False,0.0,False,False,False
4,sensitivity,3,0,valence,midpoint_as_high,8,10,720,720,284,436,284,False,80,80,44,36,36,False,0.0,False,False,False
4,sensitivity,3,0,arousal,discard_midpoint,8,10,720,709,301,408,301,False,80,79,31,48,31,False,0.0125,False,False,False
4,sensitivity,3,0,arousal,midpoint_as_low,8,10,720,720,312,408,312,False,80,80,32,48,32,False,0.0,False,False,False
4,sensitivity,3,0,arousal,midpoint_as_high,8,10,720,720,301,419,301,False,80,80,31,49,31,False,0.0,False,False,False
4,sensitivity,3,1,valence,discard_midpoint,8,10,720,708,280,428,280,False,80,80,47,33,33,False,0.0,False,False,False
4,sensitivity,3,1,valence,midpoint_as_low,8,10,720,720,292,428,292,False,80,80,47,33,33,False,0.0,False,False,False
4,sensitivity,3,1,valence,midpoint_as_high,8,10,720,720,280,440,280,False,80,80,47,33,33,False,0.0,False,False,False
4,sensitivity,3,1,arousal,discard_midpoint,8,10,720,714,297,417,297,False,80,78,31,47,31,False,0.025,False,False,False
4,sensitivity,3,1,arousal,midpoint_as_low,8,10,720,720,303,417,303,False,80,80,33,47,33,False,0.0,False,False,False
4,sensitivity,3,1,arousal,midpoint_as_high,8,10,720,720,297,423,297,False,80,80,31,49,31,False,0.0,False,False,False
4,sensitivity,3,2,valence,discard_midpoint,8,10,720,708,340,368,340,False,80,80,30,50,30,False,0.0,False,False,False
4,sensitivity,3,2,valence,midpoint_as_low,8,10,720,720,352,368,352,False,80,80,30,50,30,False,0.0,False,False,False
4,sensitivity,3,2,valence,midpoint_as_high,8,10,720,720,340,380,340,False,80,80,30,50,30,False,0.0,False,False,False
4,sensitivity,3,2,arousal,discard_midpoint,8,10,720,708,268,440,268,False,80,79,40,39,39,False,0.0125,False,False,False
4,sensitivity,3,2,arousal,midpoint_as_low,8,10,720,720,280,440,280,False,80,80,41,39,39,False,0.0,False,False,False
4,sensitivity,3,2,arousal,midpoint_as_high,8,10,720,720,268,452,268,False,80,80,40,40,40,False,0.0,False,False,False
4,sensitivity,3,3,valence,discard_midpoint,8,10,720,712,314,398,314,False,80,78,29,49,29,False,0.025,False,False,False
4,sensitivity,3,3,valence,midpoint_as_low,8,10,720,720,322,398,322,False,80,80,31,49,31,False,0.0,False,False,False
4,sensitivity,3,3,valence,midpoint_as_high,8,10,720,720,314,406,314,False,80,80,29,51,29,False,0.0,False,False,False
4,sensitivity,3,3,arousal,discard_midpoint,8,10,720,713,298,415,298,False,80,79,36,43,36,False,0.0125,False,False,False
4,sensitivity,3,3,arousal,midpoint_as_low,8,10,720,720,305,415,305,False,80,80,37,43,37,False,0.0,False,False,False
4,sensitivity,3,3,arousal,midpoint_as_high,8,10,720,720,298,422,298,False,80,80,36,44,36,False,0.0,False,False,False
